37,32,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,12?0,12?0,12?0,12?0,12?0,12?0,12?0,12?0,12?0,12?0,12?0,12?0,12?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,12?0,12?0,12?0,12?0,12?0,12?0,12?0,12?0,12?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,35?0,35?0,35?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,126?3,126?3,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,126?3,17?3,17?3,126?3,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,126?3,17?3,17?3,126?3,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,126?3,126?3,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?3,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,171?12,171?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,171?12,171?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,17?3,17?3,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?3,17?3,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,171?12,171?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,171?12,171?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?3,0?0,0?0,17?3,17?3,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?3,17?3,0?0,0?0,0?0,0?0,0?0,50?5,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,106?2,106?2,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?7,18?7,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?7,17?3,18?7,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?7,18?7,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?7,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?15,18?15,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?15,17?3,18?7,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?15,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?0,18?0,18?0,18?0,18?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?3,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?0,18?0,18?0,18?0,18?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?0,18?0,17?0,18?0,18?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?15,18?15,18?15,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?0,18?0,18?0,18?0,18?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?15,17?3,18?15,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?0,18?0,18?0,18?0,18?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,18?15,18?15,18?15,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?3,17?3,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
